t_ms,ax_g,ay_g,az_g,label
5814,-0.37942,-0.183549,1.058472,CW
5832,-0.571204,-0.10858,0.998692,CW
5849,-0.640683,-0.058621,0.981856,CW
5867,-0.545035,-0.020252,0.98454,CW
5884,-0.414129,0.006832,0.990457,CW
5902,-0.354105,0.030744,0.968009,CW
5919,-0.306281,0.071431,0.910852,CW
5937,-0.266997,0.125599,0.852963,CW
5954,-0.224419,0.193675,0.813984,CW
5971,-0.138836,0.254553,0.879132,CW
5989,-0.037332,0.291031,0.963251,CW
6006,0.076128,0.299327,0.977403,CW
6023,0.169336,0.324276,0.954284,CW
6041,0.253272,0.336232,0.954833,CW
6058,0.307135,0.353251,0.986736,CW
6075,0.348737,0.321836,1.004304,CW
6093,0.458415,0.236375,1.021567,CW
6110,0.597983,0.1037,1.034377,CW
6127,0.673013,-0.056181,1.006561,CW
6145,0.665693,-0.17324,0.987407,CW
6164,0.556991,-0.266753,0.999729,CW
6182,0.396195,-0.298717,1.022909,CW
6199,0.222711,-0.298595,1.031937,CW
6216,0.086681,-0.308904,1.040355,CW
6234,-0.054473,-0.255285,1.070977,CW
6251,-0.220393,-0.212524,1.086105,CW
6269,-0.353983,-0.156465,1.053104,CW
6286,-0.404064,-0.117303,0.983259,CW
6304,-0.398452,-0.080703,0.953735,CW
6321,-0.366732,-0.030683,0.963739,CW
6339,-0.382104,0.026596,0.970144,CW
6356,-0.409737,0.083204,0.931592,CW
6374,-0.404064,0.13908,0.904081,CW
6391,-0.339648,0.190564,0.895968,CW
6408,-0.236192,0.232959,0.880596,CW
6426,-0.08662,0.273036,0.930128,CW
6443,0.060268,0.312503,1.026508,CW
6461,0.137616,0.358497,1.121851,CW
6478,0.197091,0.363255,1.121241,CW
6495,0.267851,0.341356,1.040172,CW
6512,0.378444,0.275659,0.983381,CW
6530,0.488732,0.206912,0.982283,CW
6547,0.546743,0.127612,1.023824,CW
6564,0.5551,0.054229,0.995581,CW
6584,0.54168,-0.035868,0.981429,CW
6601,0.511912,-0.111569,0.978684,CW
6619,0.438407,-0.191052,0.964105,CW
6636,0.33428,-0.244244,0.97966,CW
6653,0.226615,-0.262239,1.007903,CW
6671,0.106079,-0.257237,1.042612,CW
6688,-0.02196,-0.238815,1.075308,CW
6706,-0.190625,-0.195261,1.079517,CW
6723,-0.351848,-0.143655,1.060668,CW
6741,-0.449692,-0.090341,1.015467,CW
6758,-0.448289,-0.068564,1.005524,CW
6776,-0.395036,-0.053192,0.980392,CW
6793,-0.370392,-0.019032,0.930921,CW
6811,-0.347212,0.008784,0.88572,CW
6828,-0.336293,0.071004,0.846436,CW
6846,-0.32452,0.134444,0.820755,CW
6863,-0.291092,0.215696,0.81496,CW
6880,-0.177144,0.278953,0.884927,CW
6898,0.005063,0.303536,0.991128,CW
6915,0.159576,0.332816,1.077443,CW
6932,0.295972,0.324337,1.149972,CW
6950,0.368684,0.344345,1.16998,CW
6967,0.410652,0.295667,1.126609,CW
6984,0.458659,0.246623,1.089887,CW
7002,0.515755,0.146156,1.075064,CW
7019,0.552965,0.036539,1.020652,CW
7038,0.560224,-0.119804,0.991677,CW
7056,0.549244,-0.221064,0.971303,CW
7073,0.489952,-0.269803,0.972523,CW
7091,0.373076,-0.294508,1.014064,CW
7108,0.246196,-0.310673,1.010404,CW
7125,0.118279,-0.285785,1.01382,CW
7143,-0.038064,-0.226493,1.045296,CW
7160,-0.236436,-0.163663,1.041636,CW
7178,-0.393084,-0.105835,1.000644,CW
7195,-0.449997,-0.079483,0.948367,CW
7213,-0.394304,-0.051423,0.9211,CW
7230,-0.328912,-0.018544,0.879437,CW
7248,-0.288408,0.008784,0.842837,CW
7265,-0.301889,0.077104,0.859795,CW
7283,-0.316956,0.136396,0.857843,CW
7300,-0.307684,0.197152,0.838323,CW
7317,-0.216001,0.233935,0.875472,CW
7335,-0.065148,0.261568,0.962153,CW
7352,0.071736,0.286029,1.046577,CW
7369,0.179096,0.283467,1.076528,CW
7387,0.225212,0.299937,1.099464,CW
7404,0.280783,0.262788,1.056093,CW
7421,0.355447,0.195749,1.0004,CW
7439,0.427061,0.117181,1.008452,CW
7456,0.460916,0.030012,0.963068,CW
7473,0.477569,-0.0244,0.930372,CW
7493,0.513864,-0.122,0.997655,CW
7510,0.519537,-0.22448,1.048712,CW
7528,0.463417,-0.280783,1.0797,CW
7545,0.367403,-0.306464,1.110139,CW
7562,0.246928,-0.309819,1.131672,CW
7580,0.121024,-0.283772,1.137589,CW
7597,-0.056791,-0.220149,1.162172,CW
7615,-0.273219,-0.139385,1.123376,CW
7632,-0.41602,-0.078324,1.065365,CW
7650,-0.466345,-0.040931,0.987285,CW
7667,-0.458171,-0.005307,0.958676,CW
7685,-0.414068,0.020923,0.9394,CW
7702,-0.373137,0.054168,0.879193,CW
7720,-0.334707,0.094123,0.834297,CW
7737,-0.315065,0.148108,0.844484,CW
7754,-0.296643,0.206668,0.848327,CW
7772,-0.235948,0.249368,0.836676,CW
7789,-0.110837,0.288591,0.879132,CW
7807,0.052216,0.299876,0.95892,CW
7824,0.192089,0.312991,1.056825,CW
7841,0.299388,0.302133,1.085068,CW
7858,0.382287,0.286395,1.06384,CW
7876,0.464271,0.221735,1.042612,CW
7893,0.554368,0.129869,1.031693,CW
7910,0.595543,0.041297,1.038708,CW
7930,0.609512,-0.06344,1.066036,CW
7947,0.609268,-0.163785,1.074271,CW
7965,0.543388,-0.24522,1.023092,CW
7982,0.424255,-0.288835,0.996008,CW
7999,0.299876,-0.306708,1.016992,CW
8017,0.163236,-0.284992,1.061095,CW
8034,-0.018849,-0.231556,1.104527,CW
8052,-0.239913,-0.165127,1.07726,CW
8069,-0.391193,-0.115656,1.014796,CW
8087,-0.445239,-0.086132,0.961116,CW
8104,-0.446581,-0.060024,0.9516,CW
8122,-0.419985,-0.02562,0.942877,CW
8139,-0.399245,0.019337,0.901031,CW
8157,-0.370636,0.068747,0.871812,CW
8174,-0.328851,0.109129,0.843203,CW
8191,-0.307928,0.170556,0.811544,CW
8209,-0.28792,0.247416,0.854244,CW
8226,-0.226432,0.305244,0.922869,CW
8244,-0.091195,0.333243,0.999729,CW
8261,0.079361,0.324215,1.038464,CW
8278,0.20862,0.339648,1.070428,CW
8296,0.281515,0.332084,1.107211,CW
8313,0.315065,0.303597,1.079639,CW
8330,0.405772,0.235765,1.081713,CW
8348,0.514352,0.164883,1.066219,CW
8365,0.609085,0.053985,1.07848,CW
8384,0.665632,-0.052216,1.086288,CW
8402,0.673928,-0.179096,1.043039,CW
8419,0.601399,-0.258152,1.013393,CW
8437,0.458964,-0.275415,1.020164,CW
8454,0.325496,-0.276513,1.013393,CW
8471,0.207644,-0.260897,1.016504,CW
8489,0.0915,-0.224724,1.068964,CW
8506,-0.074603,-0.168177,1.072868,CW
8524,-0.256139,-0.105957,1.026508,CW
8541,-0.38308,-0.066307,0.974536,CW
8559,-0.425536,-0.057096,0.928664,CW
8576,-0.369721,-0.046848,0.918111,CW
